,Date,Category,Section,Headline,Subheader,Term,URL
1432,2020-06-17,US New,Politics,Dormant Transgender Rights Cases See New Life in Supreme Court Ruling,"Transgender Americans such as Rachel Tudor have been fighting for their rights at work, school and housing for years. On Monday, the Supreme Court gave them hope.",Transgender,/2020/06/17/us/politics/transgender-rights-cases-supreme-court.html?searchResultPosition=67
1433,2020-06-17,Misc,Obituaries,"Vanee Sykes, Ex-Prisoner Who Helped Others Rejoin Society, Dies at 53",She eased the transition of scores of women back into society. She also helped raise three children of her own from behind bars. She died of Covid-19.,Other,/2020/06/17/obituaries/vanee-skyes-dead-coronavirus.html?searchResultPosition=251
1434,2020-06-17,US New,Politics,"On L.G.B.T.Q. Rights, a Gulf Between Trump and Many Republican Voters","As more Republicans say they support at least some L.G.B.T.Q. protections, President Trump and party leaders continue to stand in opposition and particularly target transgender Americans.",Transgender,/2020/06/17/us/politics/lgbtq-supreme-court-trump-republicans.html?searchResultPosition=119
1435,2020-06-19,Arts,Movies,"Transgender Lives Onscreen: Seen, but Not Always Believable",We asked transgender performers and writers about the depictions that made an impact on them. Their answers were complicated.,Transgender,/2020/06/19/movies/transgender-lives-onscreen-tv.html?searchResultPosition=64
1436,2020-06-19,Arts,Movies,‘Disclosure’ Review: A Transgender Lens on Film and TV History,"A Netflix documentary features interviews with Jen Richards, Laverne Cox and others in its look back through the decades at the representation of transgender people on screens.",Transgender,/2020/06/19/movies/disclosure-review-a-transgender-lens-on-film-and-tv-history.html?searchResultPosition=69
1437,2020-06-19,Arts,Style,"Leo Sheng, a Trans Activist Who Stars in ‘The L Word’","Born in China, he shared his intimate journey of transitioning on Instagram.",Other,/2020/06/19/style/leo-sheng-transgender-activist-l-wor.html?searchResultPosition=118
1438,2020-06-20,Life,Self-Care,Voguing for Our Lives. Again.,"“We shouldn’t be screaming, ‘Trans Lives Matter,’ but we have to,” said Leiomy Maldonado, a ballroom icon. “We’re strong and we’re here to fight.”",Other,/2020/06/20/style/self-care/vogue-trans-black-lives-protest.html?searchResultPosition=117
1439,2020-06-23,Misc,Opinion,Sex Does Not Mean Gender. Equating Them Erases Trans Lives.,Embracing the experiences of trans people means leaving old vocabularies behind.,Other,/2020/06/23/opinion/trans-gender-language-trump.html?searchResultPosition=113
1440,2020-06-24,Science,Climate,How a Ruling on Gay and Transgender Rights May Help the Climate,"Also this week, how to help reinvent your workplace.",Transgender,/2020/06/24/climate/how-a-ruling-on-gay-and-transgender-rights-may-help-the-climate.html?searchResultPosition=74
1441,2020-06-25,Arts,Arts,Five Nonbinary Comics on This Moment: ‘I’m Not Some New Buzzword’,"These comedians talk about their experiences in the industry, and wanting audiences to look beyond their gender identity.",Other,/2020/06/25/arts/nonbinary-comedians-pride-coronavirus.html?searchResultPosition=112
1442,2020-06-26,US New,New York,17 Rikers Guards Will Be Disciplined in Death of Transgender Woman,"Correction officers failed to check on Layleen Polanco, 27, as she was having a fatal epileptic seizure in a solitary cell, an investigation found.",Transgender,/2020/06/26/nyregion/layleen-polanco-rikers-transgender-death.html?searchResultPosition=102
1443,2020-06-27,US New,Politics,Black Trans Women Seek More Space in the Movement They Helped Start,At no point have black trans people shared fully in the gains of the L.G.B.T.Q. or racial justice movements. This may be changing.,Other,/2020/06/27/us/politics/black-trans-lives-matter.html?searchResultPosition=70
1444,2020-07-01,US New,U.S.,Life Without Parole for Detroit Man Who Killed 2 Gay Men and a Transgender Woman,The victims were part of what the Human Rights Campaign has called an “epidemic of violence” against L.G.B.T.Q. people in the United States.,Transgender,/2020/07/01/us/devon-robinson-gay-transgender-murders.html?searchResultPosition=65
1445,2020-07-01,US New,Politics,HUD Rule Would Dismantle Protections for Homeless Transgender People,Homeless shelters would have the right to turn away transgender people from single-sex facilities that correspond to their gender identity.,Transgender,/2020/07/01/us/politics/hud-transgender.html?searchResultPosition=63
1446,2020-07-02,Misc,Letters,Let the Delegates Help Choose Biden’s V.P.,A reader offers an idea to spice up the Democratic Convention this summer. Also: Transgender health care; repurpose the Queensboro Bridge; hope in a sailor’s journey.,Transgender,/2020/07/02/opinion/letters/biden-democrats-vp.html?searchResultPosition=149
1447,2020-07-07,Arts,Theater,New List of Unproduced Plays Tallies Those Disrupted by Pandemic,"This year, the Kilroys collective turned a spotlight on work by female and transgender writers whose productions were canceled or postponed.",Transgender,/2020/07/07/theater/kilroys-women-playwrights-coronavirus.html?searchResultPosition=95
1448,2020-07-11,Arts,Media,Valentina Sampaio Is the First Transgender Model for Sports Illustrated,"The Brazilian model, who is in the magazine’s swimsuit issue, was also the first transgender woman to work for Victoria’s Secret and grace the cover of Vogue magazine.",Transgender,/2020/07/11/business/media/valentina-sampaio-transgender-sports-illustrated.html?searchResultPosition=59
1449,2020-07-22,Arts,Style,The Fight for Fertility Equality,"A movement has formed around the idea that one’s ability to build a family should not be determined by wealth, sexuality, gender or biology.",Other,/2020/07/22/style/lgbtq-fertility-surrogacy-coverage.html?searchResultPosition=302
1450,2020-07-22,US New,Politics,"Biden Could Quickly Reverse Trump’s Military Transgender Ban, Group Says","An advocacy group says the Pentagon would not need months to study how to allow transgender people to serve, because it had already done so to prepare the Obama policy that was reversed.",Transgender,/2020/07/22/us/politics/military-transgender-trump-biden.html?searchResultPosition=56
1451,2020-07-23,World News,Canada,Baptist Pastor Is Fired After Coming Out as Transgender,"Junia Joplin, a Baptist pastor in Ontario, asked for acceptance in a sermon: “I want to be the person that God created me to be.” The congregation narrowly voted to terminate her contract.",Transgender,/2020/07/23/world/canada/junia-joplin-transgender-lorne-park-baptist.html?searchResultPosition=55
1452,2020-07-24,US New,Politics,Trump Presses Limits on Transgender Rights Over Supreme Court Ruling,The Trump administration is pressing forward with policies limiting transgender rights. Many rules that have been in development for years have now either been finalized or have gone into effect.,Transgender,/2020/07/24/us/politics/trump-transgender-rights-homeless.html?searchResultPosition=54
1453,2020-08-04,Misc,Letters,"BlackRock, on Argentina’s Debt Accord",The firm says its role is consistent with its commitment to stakeholder capitalism. Also: Transgender service members; a paucity of conversation; second-home owners.,Transgender,/2020/08/04/opinion/letters/blackrock-argentina.html?searchResultPosition=143
1454,2020-08-10,Misc,T Magazine,Juliana Huxtable’s Next Chapter,"The artistic polymath has pushed the limits of genre, exploring ideas about gender and politics in nearly every form imaginable.",Other,/2020/08/10/t-magazine/juliana-huxtable.html?searchResultPosition=57
1455,2020-08-14,Life,Family,How Young People Can Own Their Health Care (Even if They Still See a Pediatrician),Helping young adults with the skills they need to transition to health care independence — with a bonus script for canceling appointments.,Other,/2020/08/14/well/family/young-adults-health-care-autonomy.html?searchResultPosition=427
1456,2020-08-16,US New,Elections,A Virginia House Candidate Tries to Leverage Transgender Bias,,Transgender,/2020/08/16/us/elections/a-virginia-house-candidate-tries-to-leverage-transgender-bias.html?searchResultPosition=93
1457,2020-08-16,US New,Politics,A Virginia House Candidate Campaigns by Attacking ‘a Man Dressed as a Woman’,"As Bob Good, an opponent of same-sex marriage, tries to rally Republicans with attacks on transgender rights, Democrats see an opening in the G.O.P.-held district.",Transgender,/2020/08/16/us/politics/lgbt-bob-good-congress-va.html?searchResultPosition=51
1458,2020-08-17,US New,Politics,Judge Blocks Trump Officials’ Attempt to End Transgender Health Protections,The decision arrived a day before a Trump administration rule narrowing the legal definition of sex discrimination was set to take effect.,Transgender,/2020/08/17/us/politics/trump-court-transgender-rights.html?searchResultPosition=48
1459,2020-08-18,Sports,Sports,Who Should Compete in Women’s Sports? There Are ‘Two Almost Irreconcilable Positions’,Some experts say inclusion and competitive fairness conflict as leaders consider how to regulate the athletic participation of transgender women.,Transgender,/2020/08/18/sports/transgender-athletes-womens-sports-idaho.html?searchResultPosition=53
1460,2020-08-25,Arts,Movies,‘Lingua Franca’ Review: Lives Under Stress,A transgender migrant and a recovering alcoholic form a connection in this modest working-class drama.,Transgender,/2020/08/25/movies/lingua-franca-review-lives-under-stress.html?searchResultPosition=164
1461,2020-08-26,US New,Politics,"After Three Years of Attacking L.G.B.T.Q. Rights, Trump Suddenly Tries Outreach",L.G.B.T.Q. advocates say the president has tried to divide their coalition by targeting transgender people in policy rollbacks.,Transgender,/2020/08/26/us/politics/trump-lgbtq-rights.html?searchResultPosition=52
1462,2020-08-26,US New,Politics,"After rolling back transgender protections, the Trump campaign is courting the L.G.B.T.Q. vote.",,Transgender,/2020/08/26/us/politics/after-rolling-back-transgender-protections-the-trump-campaign-is-courting-the-lgbtq-vote.html?searchResultPosition=98
1463,2020-08-28,Arts,Style,"Will They See Me as a Son, a Daughter or a Stranger?","Thirteen years ago, my parents tried to wish away my gender transition. Now, Alzheimer’s threatens to erase their memory of me altogether.",Other,/2020/08/28/style/modern-love-transgender-alzheimers-son-daughter-stranger.html?searchResultPosition=50
1464,2020-08-31,US New,New York,N.Y.C. to Pay $5.9 Million in Death of Transgender Woman at Rikers,"Layleen Polanco had a fatal epileptic seizure while in isolation, an investigation found, spurring calls to end solitary confinement and close the jail complex.",Transgender,/2020/08/31/nyregion/layleen-polanco-settlement-rikers-transgender.html?searchResultPosition=46
1465,2020-09-02,World News,Asia Pacific,U.S. Marine Who Killed Transgender Woman in Philippines Is Ordered Released,A court decision to free Lance Cpl. Joseph Scott Pemberton less than six years into his sentence was criticized by activists.,Transgender,/2020/09/02/world/asia/philippines-joseph-scott-pemberton-transgender.html?searchResultPosition=44
1466,2020-09-03,US New,U.S.,Transgender People Face New Legal Fight After Supreme Court Victory,"Though the Supreme Court embraced a broad definition of sex in June, the Department of Health and Human Services pressed ahead with changes that narrowed the definition of sex in the Affordable Care Act.",Transgender,/2020/09/03/us/transgender-supreme-court-healthcare.html?searchResultPosition=43
1467,2020-09-04,Arts,Style,Are Influencers Responsible for the Behavior of Their Followers?,Fan armies are harassing gay and trans people on TikTok.,Other,/2020/09/04/style/tiktok-lgbt-harassment-donelij.html?searchResultPosition=47
1468,2020-09-04,Arts,Book Review,Want a Better Way to Think About Gender? Use Math,"In “X+Y,” the mathematician Eugenia Cheng proposes using category theory to end the gender wars.",Other,/2020/09/04/books/review/x-y-mathematicians-manifesto-gender-eugenia-cheng.html?searchResultPosition=353
1469,2020-09-07,World News,Asia Pacific,Duterte Pardons U.S. Marine Who Killed Transgender Woman,"The Philippine president made the move, which riled nationalist and gay rights groups, in the interest of maintaining an “independent foreign policy.”",Transgender,/2020/09/07/world/asia/duterte-pardon-marine-transgender.html?searchResultPosition=41
1470,2020-09-08,Life,Family,What I Learned as a Parent of a Transgender Child,"As a pediatrician and mother, I thought I knew a lot about parenting. But I was blindsided by my daughter’s coming out as trans, and that first year was riddled with mistakes.",Transgender,/2020/09/08/well/family/transgender-child-parenting.html?searchResultPosition=39
1471,2020-09-13,World News,Asia Pacific,U.S. Marine Pardoned for Killing Transgender Woman Is Deported From Philippines,Lance Cpl. Joseph Scott Pemberton was formally deported and flown out on a U.S. military plane. His pardon by President Rodrigo Duterte has drawn anger from activists.,Transgender,/2020/09/13/world/asia/philippines-us-marine-transgender-woman.html?searchResultPosition=34
1472,2020-09-14,Arts,Music,Listeners Found Beverly Glenn-Copeland. It Was Time.,"In the 1970s and ’80s, his music went largely unheralded, but an audience finally caught up. A new career-spanning mixtape, “Transmissions,” traces the evolution of a life fully in bloom.",Other,/2020/09/14/arts/music/beverly-glenn-copeland-transmissions.html?searchResultPosition=42
1473,2020-09-15,US New,Politics,Sarah McBride Is Set to Be the Nation’s Highest-Ranking Transgender Official,"Ms. McBride, who would be the first openly transgender person to serve in any state’s senate, won a primary for a safely Democratic seat in Delaware.",Transgender,/2020/09/15/us/politics/sarah-mcbride-delaware-transgender.html?searchResultPosition=33
1474,2020-09-16,US New,Elections,"Winning a primary in Delaware, Sarah McBride is set to become the country’s highest-ranking transgender official.","Ms. McBride, who would be the first openly transgender person to serve in any state’s senate, won a primary for a safely Democratic seat in Delaware.",Transgender,/2020/09/16/us/elections/winning-a-primary-in-delaware-sarah-mcbride-is-set-to-become-the-countrys-highest-ranking-transgender-official.html?searchResultPosition=101
1475,2020-09-17,Misc,Magazine,He Killed a Transgender Woman in the Philippines. Why Was He Freed?,The pardon of U.S. Marine Lance Cpl. Joseph Scott Pemberton by President Rodrigo Duterte is the final chapter in a case that reignited debate over old defense treaties.,Transgender,/2020/09/17/magazine/philippines-marine-pardon-duterte.html?searchResultPosition=32
1476,2020-09-18,US New,U.S.,DeVos Vows to Withhold Desegregation Aid to Schools Over Transgender Athletes,The Education Department has told Connecticut schools that desegregation grants will be cut off Oct. 1 if they continue to allow transgender students to choose the teams they compete on.,Transgender,/2020/09/18/us/transgender-students-betsy-devos.html?searchResultPosition=31
1477,2020-09-22,Misc,Opinion,How the Religious Right Has Transformed the Supreme Court,The Roberts court has used the First Amendment to advance conservative Christian values.,Other,/2020/09/22/opinion/supreme-court-religion.html?searchResultPosition=350
1478,2020-09-24,Life,Travel,The Future of Airbnb,"Home-sharing’s challenges aren’t only about social distancing and hygiene. Overtourism, racial bias, fee transparency and controlling the party crowd are also in the mix.",Other,/2020/09/24/travel/airbnb-pandemic.html?searchResultPosition=535
1479,2020-09-29,World News,Asia Pacific,No More ‘Ladies and Gentlemen’ on Japan Airlines,The carrier pledged to use inclusive language in a country where gender roles are entrenched.,Other,/2020/09/29/world/asia/japan-airlines-ladies-gentlemen.html?searchResultPosition=250
1480,2020-10-02,US New,U.S.,"Soraya Santiago Solla, Transgender Trailblazer, Dies at 72",She was the first in Puerto Rico to change a gender designation on a birth certificate and the first there to reveal that she’d had sex-reassignment surgery.,Transgender,/2020/10/02/us/soraya-santiago-solla-dead.html?searchResultPosition=28
1481,2020-10-13,US New,U.S.,"Monica Roberts, Transgender Advocate and Journalist, Dies at 58","Ms. Roberts started her blog, TransGriot, in 2006, at a time when coverage of transgender issues by the mainstream media was limited.",Transgender,/2020/10/13/us/monica-roberts-dead.html?searchResultPosition=22
1482,2020-10-15,Arts,Music,Sharing an Intimate Musical Vision,"Sarah Hennies’s highly personal explorations of “queer and trans identity, love, intimacy and psychoacoustics” are increasingly played by others.",Other,/2020/10/15/arts/music/sarah-hennies-composer.html?searchResultPosition=26
1483,2020-10-22,Arts,Style,Why Doesn’t My Mom Realize What Her Vote Means for Me?,A reader feels hurt by a parent’s apathy over transgender rights.,Transgender,/2020/10/22/style/voting-social-issues.html?searchResultPosition=177
1484,2020-10-26,Sports,Olympics,"World Rugby Bars Transgender Women, Baffling Players","World Rugby is the first international sports federation to block transgender women from global competitions, even though it has long preached a motto of inclusivity.",Transgender,/2020/10/26/sports/olympics/world-rugby-transgender-women.html?searchResultPosition=18
1485,2020-10-27,Misc,Briefing,"Coronavirus, Britain, Transgender Rugby: Your Wednesday Briefing",British health workers brace for a second wave.,Transgender,/2020/10/27/briefing/coronavirus-britain-transgender-rugby-azerbaijan.html?searchResultPosition=92
1486,2020-11-03,US New,Politics,"Sarah McBride wins her State Senate race in Delaware, a landmark for transgender legislators.",,Transgender,/2020/11/03/us/politics/sarah-mcbride-wins-her-state-senate-race-in-delaware-a-landmark-for-transgender-legislators.html?searchResultPosition=100
1487,2020-11-09,Arts,Television,What’s on TV This Week: ‘Industry’ and ‘Transhood’,"A new drama follows graduates working in London’s banking world, an HBO documentary follows families raising transgender children, and Reba McEntire and Darius Rucker host the CMA Awards.",Transgender,/2020/11/09/arts/television/whats-on-tv-this-week-industry-and-transhood.html?searchResultPosition=208
1488,2020-11-11,Arts,Movies,‘Transhood’ Review: Five Years Pass as Transgender Kids Grow Up,This HBO documentary follows the lives and trajectories of four transgender and gender-nonconforming children in Kansas City.,Transgender,/2020/11/11/movies/transhood-review.html?searchResultPosition=11
1489,2020-11-11,US New,Politics,Who Will Fill Biden’s Cabinet?,"As Joseph R. Biden Jr. begins his presidential transition, here are his choices so far, and some of the names that have emerged for other top jobs in his administration.",Other,/2020/11/11/us/politics/biden-cabinet.html?searchResultPosition=541
1490,2020-11-18,Arts,Movies,‘Born to Be’ Review: A Compassionate Doctor Changing Lives,This documentary follows Dr. Jess Ting in his work at Mount Sinai’s Center for Transgender Medicine and Surgery.,Transgender,/2020/11/18/movies/born-to-be-review.html?searchResultPosition=13
1491,2020-11-20,Arts,Books,"Jan Morris, Celebrated Writer of Place and History, Is Dead at 94","In more than four dozen books, Morris explored foreign lands, her own Britain and her experience as a transgender woman.",Transgender,/2020/11/20/books/jan-morris-dead.html?searchResultPosition=12
1492,2020-11-20,US New,Politics,"On Transgender Day of Remembrance, Biden pledges protections against discrimination and violence.",,Transgender,/2020/11/20/us/politics/biden-transgender-day-of-remembrance.html?searchResultPosition=97
1493,2020-11-21,Life,Business,"52 Years Later, IBM Apologizes for Firing Transgender Woman","Lynn Conway was one of the company’s most promising young computer engineers but after confiding to supervisors that she was transgender, they fired her.",Transgender,/2020/11/21/business/lynn-conway-ibm-transgender.html?searchResultPosition=6
1494,2020-11-22,Misc,Briefing,"Thanksgiving, Coronavirus, Presidential Transition: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.,Other,/2020/11/22/briefing/thanksgiving-coronavirus-presidential-transition-your-weekend-briefing.html?searchResultPosition=416
1495,2020-11-23,US New,U.S.,"Back in Prison, Transgender Woman Faces an Old Horror, Sexual Assault",Ashley Diamond won a pivotal battle — and her freedom — in a fight for transgender rights in Georgia. Then the state put her behind bars again.,Transgender,/2020/11/23/us/ashley-diamond-transgender-prison.html?searchResultPosition=7
1496,2020-11-30,Arts,Style,Living and Performing ‘Femme Queen Joy’,"Rosa Isabel Rayos, a rapper who goes by Ms. Boogie, wants her work to expand the narrative about Black trans women.",Other,/2020/11/30/style/Ms-Boogie-Rapper-Trans-Woman.html?searchResultPosition=10
1497,2020-12-01,Arts,Movies,"Elliot Page, Oscar-Nominated ‘Juno’ Star, Announces He Is Transgender","“Hi friends, I want to share with you that I am trans, my pronouns are he/they and my name is Elliot,” Page wrote in a statement that he posted on Tuesday.",Transgender,/2020/12/01/movies/elliot-page-transgender-juno.html?searchResultPosition=1
1498,2020-12-11,US New,Americas,Argentina Moves Toward Legal Abortion Amid Push for Women’s Rights,"Argentina’s President Alberto Fernández has made the rights of women and of gay and transgender people central to his government, even through a recession and a pandemic.",Transgender,/2020/12/11/world/americas/argentina-abortion.html?searchResultPosition=182
1499,2020-12-24,Life,Business,No More All-Nighters!,"How to navigate an office where all-night work sessions are celebrated, tips for transitions and what to do with a charismatic but abusive colleague.",Other,/2020/12/24/business/roxane-gay-work-friend-column-bad-boundaries.html?searchResultPosition=379
1500,2020-12-30,Arts,Theater,"In Four Audio Plays, No Stages but Lots of New Voices","A big-box store, a hotel for transgender women and a dinner party gone awry are some of the places your ears will take you to.",Transgender,/2020/12/30/theater/new-audio-plays.html?searchResultPosition=205
1501,2021-01-19,US New,Politics,Biden announces his picks for senior positions in health and in transportation.,"Dr. Rachel Levine, who is currently Pennsylvania’s health secretary, would become the first transgender federal official confirmed by the Senate.",Transgender,/2021/01/19/us/politics/rachel-levine-transgender-health-human-services.html?searchResultPosition=191
1502,2021-01-25,US New,U.S.,"As Biden Lifts a Ban, Transgender People Get a Long-Sought Chance to Enlist","The president’s order, reversing a Trump administration policy, creates opportunities for young people whose dreams of serving in the military had been sidetracked.",Transgender,/2021/01/25/us/biden-transgender-ban-military.html?searchResultPosition=158
1503,2021-01-25,US New,Politics,Biden overturns Trump’s transgender military ban.,,Transgender,/2021/01/25/us/politics/biden-transgender-military.html?searchResultPosition=143
1504,2021-01-25,US New,Politics,"Biden Ends Military’s Transgender Ban, Part of Broad Discrimination Fight","The action reverses a Trump administration move, and came less than a week after the new president issued another wide-ranging civil rights executive order.",Transgender,/2021/01/25/us/politics/biden-military-transgender.html?searchResultPosition=138
1505,2021-01-26,Science,Health,Aetna Agrees to Expand Coverage for Gender-Affirming Surgeries,One of the nation’s largest health insurers is agreeing to pay for breast augmentation for some trans women.,Other,/2021/01/26/health/transgender-aetna-health-insurance.html?searchResultPosition=176
1506,2021-01-27,Arts,Music,"7 Albums for Kids That Adults Will Want to Hear, Too","From infectious hip-hop and big-band songs to a mix for transgender and nonbinary children, releases during the pandemic have something for everyone.",Transgender,/2021/01/27/arts/music/albums-for-kids.html?searchResultPosition=217
1507,2021-01-29,Arts,Television,‘The Lady and the Dale’ Review: The Con Artist and the Car,"An HBO mini-series recounts the complex, contradictory life of Elizabeth Carmichael: criminal, auto executive, transgender pioneer.",Transgender,/2021/01/29/arts/television/the-lady-and-the-dale-review.html?searchResultPosition=179
1508,2021-02-03,US New,New York,N.Y. Repeals Law That Critics Say Criminalized ‘Walking While Trans’,"The anti-loitering law was designed to discourage street prostitution, but was viewed by L.G.B.T.Q. advocates as a cudgel to harass transgender people.",Transgender,/2021/02/03/nyregion/walking-while-trans-ban.html?searchResultPosition=173
1509,2021-02-19,Arts,Television,Comfort Viewing: 3 Reasons I Love ‘Veneno’,"A raunchy and emotional look at the life of Cristina Ortiz Rodríguez, this Spanish series showcases the strength of transgender and queer communities.",Transgender,/2021/02/19/arts/television/veneno-review.html?searchResultPosition=171
1510,2021-02-23,Misc,Podcasts,Transcript: Ezra Klein Interviews Hélène Landemore,The Feb. 23 episode of “The Ezra Klein Show.”,Other,/2021/02/23/podcasts/ezra-klein-podcast-helene-landemore.html?searchResultPosition=540
1511,2021-02-24,Arts,Style,Passports May Soon Include a New Option for Gender Identity,Activists are pushing President Biden to uphold a campaign promise to add the nonbinary designation “X” to federal IDs.,Other,/2021/02/24/style/gender-neutral-x-passport-ids.html?searchResultPosition=170
1512,2021-02-25,Arts,The Learning Network,Should There Be More Gender Options on Identification Documents?,What purposes do these gender designations serve? Should we add more? Should we do away with them altogether?,Other,/2021/02/25/learning/should-there-be-more-gender-options-on-identification-documents.html?searchResultPosition=235
1513,2021-02-25,US New,Politics,House Passes Sweeping Gay and Transgender Equality Legislation,"The bill, first passed by the Democratic-led House in 2019, faces a steep climb in the Senate. It was approved as Democrats and Republicans sparred more broadly over transgender rights.",Transgender,/2021/02/25/us/politics/house-equality-act-gay-rights.html?searchResultPosition=146
1514,2021-02-25,US New,U.S.,"At a Senate hearing and on the House floor, emotional debates erupt over transgender rights.","President Biden’s nominee to be assistant secretary of health, who is transgender, and a House member whose daughter is transgender, drew separate attacks from Republican lawmakers.",Transgender,/2021/02/25/us/rachel-levine.html?searchResultPosition=141
1515,2021-02-26,Arts,Arts,Britain’s Transgender Stand-Ups Find Comedy in a Hostile Climate,"With opposition to transgender issues regularly expressed by mainstream British figures, the country’s trans comedians are often just trying to assert their humanity.",Transgender,/2021/02/26/arts/transgender-comedy-uk.html?searchResultPosition=145
1516,2021-03-04,World News,Asia Pacific,Transgender Woman Expelled From South Korean Army Is Found Dead,"Byeon Hee-su, who was declared unfit to serve last year after her gender-reassignment surgery, had sued to be reinstated.",Transgender,/2021/03/04/world/asia/south-korea-military-transgender.html?searchResultPosition=137
1517,2021-03-05,Misc,Letters,"Devoted to Trump, Not to the Republican Party","“There is something deeply disturbing and un-American in this devotion to an individual rather than a party, a tradition or set of beliefs,” a reader writes. Also: Transgender equality; Covid research on monkeys; criminal fines and fees.",Transgender,/2021/03/05/opinion/letters/republicans-trump.html?searchResultPosition=337
1518,2021-03-05,Misc,Well,"L.G.B.T.Q. People Face Increased Risks From Covid, but Many Don’t Want the Vaccine",Evidence suggests that some sexual and gender minorities — especially people of color — are hesitant to be vaccinated because of mistrust of the medical establishment.,Other,/2021/03/05/well/lgbtq-covid-19-vaccine.html?searchResultPosition=165
1519,2021-03-10,Arts,Movies,‘Markie in Milwaukee’ Review: Acknowledging Painful Transitions,"This documentary presents a portrait of a transgender woman’s life, her faith as an evangelical Christian and her strained relationship with her family.",Transgender,/2021/03/10/movies/markie-in-milwaukee-review.html?searchResultPosition=163
1520,2021-03-11,Sports,Sports,How Some States Are Moving to Restrict Transgender Women in Sports,Mississippi is the second state to bar transgender women from women’s sports. More are expected to follow.,Transgender,/2021/03/11/sports/transgender-athletes-bills.html?searchResultPosition=128
1521,2021-03-12,Arts,The Learning Network,Lesson of the Day: ‘How Some States Are Moving to Restrict Transgender Women in Sports’,"In this lesson, students will learn about a wave of legislation that seeks to prevent transgender women and girls from competing in women’s sports — and about the student athletes who are fighting against it.",Transgender,/2021/03/12/learning/lesson-of-the-day-how-some-states-are-moving-to-restrict-transgender-women-in-sports.html?searchResultPosition=148
1522,2021-03-16,Arts,Style,Leyna Bloom Breaks a Modeling Barrier,The model and actress is the first transgender woman of color to appear in the Sports Illustrated swimsuit issue.,Transgender,/2021/03/16/style/leyna-bloom-sports-illustrated.html?searchResultPosition=162
1523,2021-03-17,US New,Politics,Culture Wars Leave Biden’s Health Leadership Posts Vacant,"Fights over President Biden’s nominees to lead the Department of Health and Human Services have centered on transgender policies, abortion and contraception coverage.",Transgender,/2021/03/17/us/politics/biden-department-of-health-human-services.html?searchResultPosition=193
1524,2021-03-17,World News,Asia Pacific,‘I Had to Prove That I Exist’: Transgender Anchor Makes History in Bangladesh,"Tashnuva Anan Shishir’s triumphant moment came after a long fight for equality that included harassment, bullying and suicide attempts.",Transgender,/2021/03/17/world/asia/bangladesh-transgender-tv-anchor.html?searchResultPosition=132
1525,2021-03-21,US New,U.S.,"Robina Asti, Who Made History on the Ground and in the Air, Dies at 99","As a transgender veteran in her 90s, she challenged government bureaucracy. She then set out to be recognized as the oldest working flight instructor.",Transgender,/2021/03/21/us/robina-asti-dead.html?searchResultPosition=140
1526,2021-03-22,US New,Politics,"Kristi Noem, facing fire from all sides, refuses to sign South Dakota’s transgender sports ban without changes.","She proposes that the restrictions apply to middle school and high school athletic competitions, but not college sports, saying that she wants to avoid punishment by the N.C.A.A.",Transgender,/2021/03/22/us/politics/noem-south-dakota-transgender-sports.html?searchResultPosition=135
1527,2021-03-24,US New,Politics,"Rachel Levine, Biden’s pick for health post, is first openly transgender official to be confirmed by Senate.","The Senate vote, 52 to 48, followed a contentious confirmation hearing that became a flash point in the battle over transgender rights.",Transgender,/2021/03/24/us/politics/rachel-levine-transgender-senate.html?searchResultPosition=129
1528,2021-03-24,Misc,Opinion,So You Want to ‘Save Women’s Sports’?,More than 20 states are considering bills to ban transgender kids from girls’ sports. If only people really cared about female athletes.,Transgender,/2021/03/24/opinion/trans-athletes-womens-sports.html?searchResultPosition=160
1529,2021-03-29,US New,Politics,Why Transgender Girls Are Suddenly the G.O.P.’s Culture-War Focus,"Lawmakers in a growing number of Republican-led states are advancing and passing bills to bar transgender athletes in girls’ sports, a culture clash that seems to have come out of nowhere.",Transgender,/2021/03/29/us/politics/transgender-girls-sports.html?searchResultPosition=123
1530,2021-03-30,Misc,Today’s Paper,Quotation of the Day: Transgender Girls in Sports Are New G.O.P. Culture War,"Quotation of the Day for Tuesday, March 30, 2021.",Transgender,/2021/03/30/todayspaper/quotation-of-the-day-transgender-girls-in-sports-are-new-gop-culture-war.html?searchResultPosition=151
1531,2021-03-31,US New,Politics,Pentagon Issues New Rules Overturning Trump’s Ban on Transgender Troops,"The guidelines, which follow an executive order from President Biden, allow transgender people to enlist and serve openly as the gender they identify with and receive medically necessary care.",Transgender,/2021/03/31/us/politics/transgender-troops-military.html?searchResultPosition=124
1532,2021-04-02,US New,Americas,"‘They Have No One’: At 88, a Transgender Icon Combats Loneliness Among Seniors","Samantha Flores, who created a community center in Mexico City for older L.G.B.T.Q. people that closed during the pandemic, is hoping to reopen it.",Transgender,/2021/04/02/world/americas/mexico-transgender-community-center.html?searchResultPosition=122
1533,2021-04-02,Misc,Opinion,How Do I Define My Gender if No One Is Watching Me?,"Without a public eye, who are we?",Other,/2021/04/02/opinion/transgender-nonbinary-pandemic-transition-.html?searchResultPosition=159
